hs6,product_label,years_present,avg_RSCA
30443,"Fresh or chilled fillets of flat fish ""Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae ...",10,0.9
811100,"Manganese and articles thereof, n.e.s.; manganese waste and scrap (excl. ash and residues containing ...",11,0.9
30232,"Fresh or chilled yellowfin tunas ""Thunnus albacares""",12,0.9
852873,"Reception apparatus for television, black and white or other monochrome, whether or not incorporating ...",7,0.9
230641,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",12,0.9
854012,"Cathode ray television picture tubes, incl. video monitor cathode ray tubes, black and white ...",5,0.9
720270,Ferro-molybdenum,8,0.9
630140,"Blankets and travelling rugs of synthetic fibres (excl. electric, table covers, bedspreads ...",12,0.9
920510,Brass-wind instruments,12,0.9
848640,Machines and apparatus specified in Note 11 C to chapter 84,12,0.9
390591,"Copolymers of vinyl, in primary forms (excl. vinyl chloride-vinyl acetate copolymers and other ...",12,0.9
700100,"Cullet and other waste and scrap of glass; glass in the mass (excl. glass in the form of powder, ...",10,0.9
90932,"Cumin seeds, crushed or ground",11,0.9
848690,Parts and accessories for machines and apparatus of a kind used solely or principally for the ...,11,0.9
230690,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",10,0.9
382313,"Tall oil fatty acids, industrial",12,0.9
282200,Cobalt oxides and hydroxides; commercial cobalt oxides,10,0.9
401180,"New pneumatic tyres, of rubber, of a kind used on construction, mining or industrial handling ...",10,0.9
120241,"Groundnuts, in shell (excl. seed for sowing, roasted or otherwise cooked)",10,0.9
550140,"Synthetic filament tow as specified in Note 1 to chapter 55, of polypropylene",9,0.9
290347,"1,1,1,3,3-Pentafluoropropane ""HFC-245fa"" and 1,1,2,2,3-pentafluoropropane ""HFC-245ca""",4,0.9
252330,Aluminous cement,8,0.9
854150,"Semiconductor devices, n.e.s.",7,0.9
90821,"Mace, neither crushed nor ground",10,0.9
480525,"Testliner ""recycled liner board"", uncoated, in rolls of a width > 36 cm or in square or rectangular ...",11,0.9
441210,"Plywood, veneered panel and similar laminated wood, of bamboo, not containing particle board ...",6,0.9
291229,"Cyclic aldehydes, without other oxygen function (excl. benzaldehyde)",12,0.9
750400,"Powders and flakes, of nickel (excl. nickel oxide sinters)",12,0.9
30732,"Mussels ""Mytilus spp., Perna spp."", frozen, even in shell",8,0.9
100830,Canary seed,12,0.9
440325,"Coniferous wood in the rough, of which the smallest cross-sectional dimension is =>15 cm, whether ...",8,0.9
291242,"Ethylvanillin ""3-ethoxy-4-hydroxybenzaldehyde""",9,0.9
843031,Self-propelled coal or rock cutters and tunnelling machinery (excl. hydraulically operated ...,9,0.9
401692,"Erasers, of vulcanised rubber (excl. hard rubber), conditioned (excl. those simply cut to rectangular ...",7,0.9
711510,"Catalysts in the form of wire cloth or grill, of platinum",9,0.9
890510,Dredgers,4,0.9
30719,"Oysters, even in shell, smoked, dried, salted or in brine",5,0.9
630232,"Bedlinen of man-made fibres (excl. printed, knitted or crocheted)",12,0.9
391810,"Floor coverings, whether or not self-adhesive, in rolls or in the form of tiles, and wall or ...",9,0.9
30611,"Frozen rock lobster and other sea crawfish ""Palinurus spp."", ""Panulirus spp."" and ""Jasus spp."", ...",12,0.9
441193,"Fibreboard of wood or other ligneous materials, whether or not agglomerated with resins or ...",10,0.9
310260,Double salts and mixtures of calcium nitrate and ammonium nitrate (excl. those in tablets or ...,10,0.9
722550,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, not further ...",11,0.9
290124,"Buta-1,3-diene and isoprene",6,0.9
293040,Methionine,5,0.9
480511,"Semi-chemical fluting paper, uncoated, in rolls of a width > 36 cm",11,0.9
847210,"Duplicating machines ""hectograph or stencil"" (excl. printing machines and photocopying or thermo-copying ...",10,0.9
711230,Ash containing precious metal or precious-metal compounds,4,0.9
590490,"Floor coverings consisting of a coating or covering applied on a textile backing, whether or ...",9,0.9
810420,"Magnesium waste and scrap (excl. ash and residues containing magnesium, and raspings, turnings ...",3,0.9
310311,"Superphosphates containing by weight => 35 % of diphosphorus pentaoxide ""P2O5"" (excl. such ...",8,0.9
121229,"Seaweeds and other algae, fresh, chilled, frozen or dried, whether or not ground, unfit for ...",8,0.9
961700,"Vacuum flasks and other vacuum vessels, and parts thereof (excl. glass inners)",12,0.9
550992,"Yarn containing predominantly, but < 85% synthetic staple fibres by weight, mixed principally ...",7,0.9
390770,"Poly""lactic acid"", in primary forms",3,0.9
300214,"Immunological products, mixed, not put up in measured doses or in forms or packings for retail ...",6,0.9
282760,Iodides and iodide oxides (excl. inorganic or organic compounds of mercury),9,0.9
901310,"Telescopic sights for fitting to arms; periscopes; telescopes designed to form parts of machines, ...",11,0.9
290517,"Dodecan-1-ol ""lauryl alcohol"", hexadecan-1-ol ""cetyl alcohol"" and octadecan-1-ol ""stearyl alcohol""",11,0.9
70951,"Fresh or chilled mushrooms of the genus ""Agaricus""",12,0.9
290522,Acyclic terpene alcohols,9,0.9
291412,"Butanone ""methyl ethyl ketone""",12,0.9
90620,Crushed or ground cinnamon and cinnamon-tree flowers,11,0.9
440397,"Poplar and aspen ""Populus spp."" in the rough, whether or not stripped of bark or sapwood, or ...",6,0.9
382212,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents ...",3,0.9
880623,"Unmanned aircraft, for remote-controlled flight only, with maximum take-off weight > 7 kg but ...",3,0.9
10190,Live mules and hinnies,7,0.9
360350,Igniters,3,0.9
720291,Ferro-titanium and ferro-silico-titanium,10,0.9
852792,"Radio-broadcast receivers, for mains operation only, not combined with sound recording or reproducing ...",11,0.9
720310,"Ferrous products obtained by direct reduction of iron ore, in lumps, pellets or similar forms",6,0.9
250860,Mullite,6,0.9
820240,Chainsaw blades of base metal,11,0.9
401130,"New pneumatic tyres, of rubber, of a kind used for aircraft",7,0.9
852862,Projectors capable of directly connecting to and designed for use with an automatic data processing ...,6,0.9
30292,Fresh or chilled shark fins,7,0.9
670419,"False beards, eyebrows and eyelashes, switches and the like, of synthetic textile materials ...",5,0.9
391239,"Cellulose ethers, in primary forms (excl. carboxymethylcellulose and its salts)",12,0.9
710110,"Pearls, natural, whether or not worked or graded, but not strung, mounted or set, natural pearls, ...",6,0.9
270730,"Xylol ""xylenes"" containing > 50% of xylenes (excl. chemically defined)",6,0.9
852580,"Television cameras, digital cameras and video camera recorders",9,0.9
440311,"Wood in the rough, treated with paint, stains, creosote or other preservatives, coniferous ...",7,0.9
710239,"Diamonds, worked, but not mounted or set (excl. industrial diamonds)",12,0.9
902140,Hearing aids (excl. parts and accessories),11,0.9
441891,"Builders' joinery and carpentry, of bamboo (excl. windows, French windows and their frames, ...",6,0.9
284190,"Salts of oxometallic or peroxometallic acids (excl. chromates, dichromates, peroxochromates, ...",8,0.9
20450,"Fresh, chilled or frozen meat of goats",7,0.9
230320,"Beet-pulp, bagasse and other waste of sugar manufacture",11,0.9
120400,"Linseed, whether or not broken",12,0.9
170191,"Refined cane or beet sugar, containing added flavouring or colouring, in solid form",6,0.9
854040,"Data/graphic display tubes, monochrome; data/graphic display tubes, colour, with a phosphor ...",8,0.9
854233,Electronic integrated circuits as amplifiers,10,0.9
270111,"Anthracite, whether or not pulverised, non-agglomerated",11,0.9
291479,"Halogenated, sulphonated, nitrated or nitrosated derivatives of ketones or quinones (excl. ...",4,0.9
284290,"Salts of inorganic acids or peroxoacids (excl. of oxometallic or peroxometallic acids, double ...",7,0.9
282919,Chlorates (excl. sodium),7,0.9
20641,Frozen edible livers of swine,3,0.9
720928,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...",5,0.9
847010,Electronic calculators capable of operation without an external source of electric power and ...,12,0.9
40229,"Milk and cream in solid forms, of a fat content by weight of > 1,5%, sweetened",4,0.9
251990,"Fused magnesia; dead-burned ""sintered"" magnesia, whether or not containing small quantities ...",7,0.9
810520,Cobalt mattes and other intermediate products of cobalt metallurgy; unwrought cobalt; cobalt ...,12,0.9
230620,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",8,0.9
262099,"Slag, ash and residues, containing metals or metal compounds (excl. those from the manufacture ...",7,0.9
290329,"Unsaturated chlorinated derivatives of acyclic hydrocarbons (excl. vinyl chloride ""chloroethylene"", ...",8,0.9
170199,"Cane or beet sugar and chemically pure sucrose, in solid form (excl. cane and beet sugar containing ...",11,0.9
90111,Coffee (excl. roasted and decaffeinated),12,0.9
380630,Ester gums,11,0.9
901510,Rangefinders,11,0.9
90962,"Juniper berries and seeds of anise, badian, caraway or fennel, crushed or ground",12,0.9
310390,"Mineral or chemical phosphatic fertilisers (excl. superphosphates, those in tablets or similar ...",10,0.9
851090,"Parts of electric shavers, hair clippers and hair-removing appliances, with self-contained ...",7,0.9
280511,Sodium,7,0.9
730230,"Switch blades, crossing frogs, point rods and other crossing pieces, for railway or tramway ...",6,0.9
440141,"Sawdust, not agglomerated",3,0.9
10221,Pure-bred cattle for breeding,8,0.9
292421,Ureines and their derivatives; salts thereof,3,0.9
20680,"Fresh or chilled edible offal of sheep, goats, horses, asses, mules and hinnies",9,0.9
294150,Erythromycin and its derivatives; salts thereof,6,0.9
71340,"Dried, shelled lentils, whether or not skinned or split",12,0.9
551312,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",10,0.9
200110,"Cucumbers and gherkins, prepared or preserved by vinegar or acetic acid",6,0.9
720241,"Ferro-chromium, containing by weight > 4% of carbon",10,0.9
291814,Citric acid,11,0.9
630491,"Articles for interior furnishing, knitted or crocheted (excl. blankets and travelling rugs, ...",12,0.9
382510,Municipal waste,7,0.9
50210,"Pigs', hogs' or boars' bristles and waste of such bristles",7,0.9
280610,"Hydrogen chloride ""hydrochloric acid""",9,0.9
701510,"Glasses for corrective spectacles, curved, bent, hollowed or the like, but not optically worked ...",6,0.9
30353,"Frozen sardines ""Sardina pilchardus, Sardinops spp."", sardinella ""Sardinella spp."", brisling ...",5,0.9
80840,Fresh quinces,12,0.9
290715,Naphthols and their salts,6,0.9
842831,"Continuous-action elevators and conveyors for goods or materials, for underground use (excl. ...",4,0.9
30357,"Frozen swordfish ""Xiphias gladius""",9,0.9
710510,"Dust and powder of diamonds, incl. synthetic diamonds",7,0.9
852713,"Radio-broadcast receivers capable of operating without an external source of power, combined ...",4,0.9
291821,Salicylic acid and its salts (excl. inorganic or organic compounds of mercury),9,0.9
152110,"Vegetable waxes, whether or not refined or coloured (excl. triglycerides)",10,0.9
852721,"Radio-broadcast receivers not capable of operating without an external source of power, of ...",10,0.9
282690,"Fluorosilicates, fluoroaluminates and other complex fluorine salts (excl. sodium hexafluoroaluminate ...",8,0.9
701720,"Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated, having ...",12,0.9
911011,"Complete watch movements, unassembled or partly assembled movement sets",10,0.9
911120,"Cases for wrist-watches, pocket-watches and other watches of heading 9101 or 9102, of base ...",8,0.9
852729,"Radio-broadcast receivers not capable of operating without an external source of power, of ...",10,0.9
360360,Electric detonators (excl. grenade detonators),3,0.9
230210,"Bran, sharps and other residues of maize ""corn"", whether or not in the form of pellets, derived ...",6,0.9
280800,Nitric acid; sulphonitric acids,10,0.9
250900,Chalk,9,0.9
903032,Multimeters with recording device,7,0.9
200560,"Asparagus, prepared or preserved otherwise than by vinegar or acetic acid (excl. frozen)",9,0.9
854071,Magnetrons,7,0.9
51191,"Products of fish or crustaceans, molluscs or other aquatic invertebrates; dead fish, crustaceans, ...",11,0.9
80529,Fresh or dried wilkings and similar citrus hybrids,6,0.9
410320,"Raw hides and skins of reptiles, fresh or salted, dried, limed, pickled or otherwise preserved ...",4,0.9
520613,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres ...",4,0.9
870240,"Motor vehicles for the transport of >= 10 persons, incl. driver, with only electric motor for ...",6,0.9
530130,"Flax tow and waste, incl. yarn waste and garnetted stock",4,0.9
60313,"Fresh cut orchids and buds, of a kind suitable for bouquets or for ornamental purposes",10,0.9
370231,"Photographic film ""incl. instant print film"", in rolls, sensitised, unexposed, without perforations, ...",10,0.9
520623,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres and ...",11,0.9
180400,"Cocoa butter, fat and oil",7,0.9
810297,Molybdenum waste and scrap (excl. ash and residues containing molybdenum),10,0.9
120729,Cotton seeds (excl. for sowing),10,0.9
440921,"Bamboo, incl. strips and friezes for parquet flooring, not assembled, continuously shaped ""tongued, ...",11,0.9
871610,"Trailers and semi-trailers of the caravan type, for housing or camping",11,0.9
848620,Machines and apparatus for the manufacture of semiconductor devices or of electronic integrated ...,11,0.9
800110,"Unwrought tin, not alloyed",5,0.9
441113,"Medium density fibreboard ""MDF"" of wood, of a thickness > 5 mm but <= 9 mm",4,0.9
760320,"Powders of aluminium, of lamellar structure, and flakes of aluminium (excl. pellets of aluminium, ...",7,0.9
480261,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",6,0.9
761410,"Stranded wire, cables, plaited bands and the like, of aluminium, with steel core (excl. such ...",6,0.9
310210,"Urea, whether or not in aqueous solution (excl. that in tablets or similar forms, or in packages ...",12,0.9
580430,"Handmade lace in the piece, in strips or in motifs (excl. fabrics of heading 6002 to 6006)",4,0.9
911430,Dials for clocks or watches,9,0.9
30759,"Octopus ""Octopus spp."", smoked, dried, salted or in brine",3,0.9
730512,"Line pipe of a kind used for oil or gas pipelines, having circular cross-sections and an external ...",4,0.9
282759,"Bromides and bromide oxides (excl. of sodium, potassium and mercury)",11,0.9
950450,Video game consoles and machines (excl. operated by any means of payment),8,0.9
290532,"Propylene glycol ""propane-1,2-diol""",5,0.9
30454,"Fresh or chilled meat, whether or not minced, of swordfish ""Xiphias gladius"" (excl. fillets)",5,0.9
210310,Soya sauce,10,0.9
847150,"Processing units for automatic data-processing machines, whether or not containing in the same ...",9,0.9
821220,"Safety razor blades of base metal, incl. razor blade blanks in strips",6,0.9
40310,"Yogurt, whether or not flavoured or containing added sugar or other sweetening matter, fruits, ...",9,0.9
440797,"Poplar and aspen ""Populus spp."", sawn or chipped lengthwise, sliced or peeled, whether or not ...",3,0.9
291249,"Aldehyde-alcohols, aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function ...",11,0.9
611692,"Gloves, mittens and mitts, of cotton, knitted or crocheted (excl. impregnated, coated, covered ...",10,0.9
720838,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",4,0.9
701820,Glass microspheres <= 1 mm in diameter,11,0.9
900720,Cinematographic projectors,9,0.9
390490,"Polymers of vinyl chloride or other halogenated olefins, in primary forms (excl. poly""vinyl ...",10,0.9
681189,"Articles of cellulose fibre-cement or the like, not containing asbestos (excl. corrugated and ...",4,0.9
870520,Mobile drilling derricks,3,0.9
30219,"Fresh or chilled salmonidae (excl. trout ""Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, ...",3,0.9
690490,"Ceramic flooring blocks, support or filler tiles and the like (excl. those of siliceous fossil ...",10,0.9
852719,"Radio-broadcast receivers capable of operating without an external source of power, not combined ...",10,0.8
80132,"Fresh or dried cashew nuts, shelled",12,0.8
30274,"Fresh or chilled eels ""Anguilla spp.""",10,0.8
550490,"Artificial staple fibres, not carded, combed or otherwise processed for spinning (excl. those ...",6,0.8
151211,Crude sunflower-seed or safflower oil,7,0.8
30634,"Norway lobsters ""Nephrops norvegicus"", whether in shell or not, live, fresh or chilled",8,0.8
30760,"Snails, live, fresh, chilled, frozen, salted, dried or in brine, even smoked, with or without ...",5,0.8
842911,"Self-propelled bulldozers and angledozers, track laying",10,0.8
71420,"Sweet potatoes, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets",9,0.8
293750,"Prostaglandins, thromboxanes and leukotrienes, their derivatives and structural analogues, ...",3,0.8
731940,"Safety pins and other pins of iron or steel, n.e.s.",10,0.8
10121,Pure-bred breeding horses,9,0.8
391290,"Cellulose and chemical derivatives thereof, n.e.s., in primary forms (excl. cellulose acetates, ...",12,0.8
710811,"Gold, incl. gold plated with platinum, for non-monetary purposes",8,0.8
280120,Iodine,9,0.8
50590,"Skins and other parts of birds, with their feathers or down, feathers and parts of feathers, ...",4,0.8
160411,"Prepared or preserved salmon, whole or in pieces (excl. minced)",12,0.8
720292,Ferro-vanadium,8,0.8
851950,Telephone answering machines,5,0.8
440112,"Fuel wood, in logs, billets, twigs, faggots or similar forms, non-coniferous",8,0.8
81110,"Frozen strawberries, uncooked or cooked by steaming or boiling in water, whether or not sweetened",12,0.8
930630,"Cartridges for smooth-barrelled shotguns, revolvers and pistols and cartridges for riveting ...",7,0.8
851711,Line telephone sets with cordless handsets,5,0.8
20714,Frozen cuts and edible offal of fowls of the species Gallus domesticus,9,0.8
690600,"Ceramic pipes, conduits, guttering and pipe fittings (excl. of siliceous fossil meals or similar ...",9,0.8
940383,"Furniture of rattan (excl. seats and medical, surgical, dental or veterinary furniture)",3,0.8
460211,"Basketwork, wickerwork and other articles, made directly to shape from bamboo plaiting materials ...",6,0.8
930400,"Spring, air or gas guns and pistols, truncheons and other non-firearms (excl. swords, cutlasses, ...",10,0.8
293626,"Vitamin B12 and its derivatives, used primarily as vitamins",12,0.8
151419,"Low erucic acid rape or colza oil ""fixed oil which has an erucic acid content of < 2%"" and ...",12,0.8
293627,"Vitamin C and its derivatives, used primarily as vitamins",12,0.8
271119,"Gaseous hydrocarbons, liquefied, n.e.s. (excl. natural gas, propane, butane, ethylene, propylene, ...",6,0.8
870895,"Safety airbags with inflator system and parts thereof, for tractors, motor vehicles for the ...",6,0.8
730629,"Casing and tubing of a kind used in drilling for oil or gas, welded, of flat-rolled products ...",5,0.8
382430,Non-agglomerated metal carbides mixed together or with metallic binders,12,0.8
890190,Vessels for the transport of goods and vessels for the transport of both persons and goods ...,7,0.8
360610,Liquid or liquefied-gas fuels in containers of a kind used for filling or refilling cigarette ...,6,0.8
210111,"Extracts, essences and concentrates, of coffee",8,0.8
710590,Dust and powder of natural or synthetic precious or semi-precious stones (excl. dust and powder ...,3,0.8
330741,"""Agarbatti"" and other odoriferous preparations which operate by burning",11,0.8
81120,"Frozen raspberries, blackberries, mulberries, loganberries, black-, white- or red currants ...",11,0.8
30729,"Scallops and other molluscs of the family Pectinidae, smoked, dried, salted or in brine, even ...",4,0.8
370310,"Photographic paper, paperboard and textiles, sensitised, unexposed, in rolls > 610 mm wide",5,0.8
621230,"Corselettes of all types of textile materials, whether or not elasticated, incl. knitted or ...",8,0.8
292215,Triethanolamine,5,0.8
821290,Parts of non-electric razors of base metal (excl. safety razor blades and razor blade blanks ...,11,0.8
711610,"Articles of natural or cultured pearls, n.e.s.",3,0.8
261790,"Ores and concentrates (excl. iron, manganese, copper, nickel, cobalt, aluminium, lead, zinc, ...",10,0.8
282751,Bromides of sodium or of potassium,12,0.8
845230,Sewing machine needles,8,0.8
940440,"Quilts, bedspreads, eiderdowns and duvets ""comforters""",3,0.8
853230,"Variable or adjustable ""pre-set"" electrical capacitors",11,0.8
701911,"Glass fibre threads ""chopped strands"", cut into lengths <= 50 mm",9,0.8
350190,Caseinates and other casein derivatives; casein glues (excl. those put up for retail sale as ...,12,0.8
80521,Fresh or dried mandarins incl. tangerines and satsumas (excl. clementines),8,0.8
852351,"Solid-state, non-volatile data storage devices for recording data from an external source [flash ...",12,0.8
401511,"Surgical gloves, of vulcanised rubber (excluding fingerstalls)",12,0.8
842930,Self-propelled scrapers,3,0.8
810590,"Articles of cobalt, n.e.s.",6,0.8
722692,"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, not further ...",3,0.8
480429,"Sack kraft paper, uncoated, in rolls of a width > 36 cm (excl. unbleached, and goods of heading ...",3,0.8
460194,"Plaits and similar products of vegetable plaiting materials, whether or not assembled into ...",6,0.8
854190,"Parts of diodes, transistors and similar semiconductor devices; photosensitive semiconductor ...",12,0.8
551221,"Woven fabrics containing >= 85% acrylic or modacrylic staple fibres by weight, unbleached or ...",6,0.8
854290,"Parts of electronic integrated circuits, n.e.s.",12,0.8
360690,"Ferro-cerium and other pyrophoric alloys in all forms; metaldehyde, hexamethylenetetramine ...",5,0.8
910610,Time registers and time recorders,7,0.8
320415,"Synthetic organic vat dyes, incl. those usable in that state as pigments; preparations based ...",8,0.8
380690,"Derivatives of rosin, incl. salts of rosin adducts, and of resin acids, light and heavy resin ...",10,0.8
470500,Wood pulp obtained by a combination of mechanical and chemical pulping processes,5,0.8
720299,"Ferro-alloys (excl. ferro-manganese, ferro-silicon, ferro-silico-manganese, ferro-chromium, ...",6,0.8
711019,"Platinum, in semi-manufactured forms",11,0.8
180310,Cocoa paste (excl. defatted),11,0.8
720918,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",12,0.8
291241,"Vanillin ""4-hydroxy-3-methoxybenzaldehyde""",7,0.8
40520,"Dairy spreads of a fat content, by weight, of >= 39% but < 80%",7,0.8
20744,Fresh or chilled cuts and edible offal of domestic ducks (excl. fatty livers),9,0.8
810411,"Unwrought magnesium, containing >= 99,8% by weight of magnesium",8,0.8
100829,"Millet (excl. grain sorghum, and seed for sowing)",7,0.8
853310,"Fixed carbon resistors, composition or film types (excl. heating resistors)",8,0.8
630532,"Flexible intermediate bulk containers, for the packing of goods, of synthetic or man-made textile ...",11,0.8
30569,"Fish, salted or in brine only (excl. fillets, offal, herring, cod, anchovies, tilapia, catfish, ...",12,0.8
721260,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...",3,0.8
750610,"Plates, sheets, strip and foil, of non-alloy nickel (excl. expanded plates, sheets or strip)",5,0.8
292119,"Acyclic monoamines and their derivatives; salts thereof (excl. methylamine, dimethylamine, ...",6,0.8
390410,"Poly""vinyl chloride"", in primary forms, not mixed with any other substances",12,0.8
630110,Electric blankets of all types of textile materials,11,0.8
854141,"Light emitting diodes ""LED""",3,0.8
950730,Fishing reels,10,0.8
400231,"Isobutylene isoprene rubber ""IIR"", in primary forms or in plates, sheets or strip",11,0.8
520291,Garnetted stock of cotton,5,0.8
410621,"Hides and skins of goats or kids, in the wet state ""incl. wet-blue"", tanned, without wool on, ...",3,0.8
271500,"Bituminous mastics, cut-backs and other bituminous mixtures based on natural asphalt, on natural ...",4,0.8
440399,"Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared (excl. rough-cut ...",8,0.8
900290,"Lenses, prisms, mirrors and other optical elements, mounted, of any material, being parts of ...",11,0.8
961310,"Pocket lighters, gas fuelled, non-refillable",8,0.8
950659,"Badminton and similar rackets, whether or not strung (other than tennis rackets and table-tennis ...",9,0.8
722511,"Flat-rolled products of silicon-electrical steel, of a width of >= 600 mm, grain-oriented",7,0.8
230400,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",11,0.8
151620,"Vegetable fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, ...",12,0.8
810194,"Unwrought tungsten, incl. bars and rods of tungsten obtained simply by sintering",8,0.8
741022,"Copper alloy foil, backed, of a thickness ""excl. any backing"" of <= 0,15 mm (excl. stamping ...",3,0.8
30491,"Frozen meat, whether or not minced, of swordfish ""Xiphias gladius"" (excl. fillets)",5,0.8
80231,"Fresh or dried walnuts, in shell",11,0.8
681591,"Articles of stone or other mineral substances, n.e.s. containing magnesite, magnesia in the ...",5,0.8
852290,Parts and accessories suitable for use solely or principally with sound reproducing and recording ...,10,0.8
90411,"Pepper of the genus Piper, neither crushed nor ground",8,0.8
901814,Scintigraphic apparatus,7,0.8
291221,Benzaldehyde,9,0.8
910820,"Watch movements, complete and assembled, with automatic winding",9,0.8
293379,"Lactams (excl. 6-hexanelactam ""epsilon-caprolactam"", clobazam ""INN"", methyprylon ""INN"", and ...",7,0.8
961000,"Slates and boards, with writing or drawing surfaces, whether or not framed",6,0.8
960200,Worked vegetable or mineral carving material and articles of these materials n.e.s; moulded ...,8,0.8
40711,"Fertilised eggs for incubation, of domestic fowls",5,0.8
370243,"Photographic film ""incl. instant print film"", sensitised, in rolls, unexposed, without perforations, ...",6,0.8
291419,"Acyclic ketones, without other oxygen function (excl. acetone, butanone ""methyl ethyl ketone"" ...",4,0.8
284011,"Anhydrous disodium tetraborate ""refined borax""",8,0.8
853941,Arc lamps,11,0.8
40291,"Milk and cream, concentrated but unsweetened (excl. in solid forms)",9,0.8
845210,Sewing machines of the household type,4,0.8
551443,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",6,0.8
732392,"Table, kitchen or other household articles, and parts thereof, of cast iron, enamelled (excl. ...",7,0.8
620722,"Men's or boys' nightshirts and pyjamas of man-made fibres (excl. knitted or crocheted, vests, ...",7,0.8
720836,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",9,0.8
790111,"Unwrought zinc, not alloyed, containing by weight >= 99,99% of zinc",6,0.8
520612,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres ...",4,0.8
722810,"Bars and rods of high-speed steel (excl. semi-finished products, flat-rolled products and hot-rolled ...",4,0.8
290619,"Cyclanic, cyclenic or cycloterpenic alcohols and their halogenated, sulphonated, nitrated or ...",7,0.8
310221,"Ammonium sulphate (excl. that in tablets or similar forms, or in packages with a gross weight ...",4,0.8
151190,"Palm oil and its fractions, whether or not refined (excl. chemically modified and crude)",3,0.8
961620,Powder puffs and pads for the application of cosmetics or toilet preparations,4,0.8
293624,"D-Pantothenic or DL-pantothenic acid ""Vitamin B3 or B5"" and their derivatives, used primarily ...",8,0.8
30279,"Fresh or chilled, Nile perch ""Lates niloticus"" and snakeheads ""Channa spp.""",7,0.8
701919,"Glass fibre cakes ""textile cakes"" and chopped glass fibre strands of a length >50mm",5,0.8
970531,"Collections and collectors’ pieces of numismatic interest, over 100 years old",3,0.8
961320,"Pocket lighters, gas fuelled, refillable",8,0.8
910400,"Instrument panel clocks and clocks of a similar type for vehicles, aircraft, vessels and other ...",5,0.8
283525,"Calcium hydrogenorthophosphate ""dicalcium phosphate""",5,0.8
293319,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing an unfused pyrazole ring, ...",6,0.8
847170,Storage units for automatic data-processing machines,12,0.8
160220,Preparations of liver of any animal (excl. sausages and similar products and finely homogenised ...,11,0.8
71490,"Arrowroot, salep, Jerusalem artichokes and similar roots and tubers with high starch or inulin ...",7,0.8
130190,"Lac; natural gums, resins, gum-resins, balsams and other natural oleoresins (excl. gum Arabic)",5,0.8
520624,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres and ...",8,0.8
710813,"Gold, incl. gold plated with platinum, in semi-manufactured forms, for non-monetary purposes",4,0.8
840710,"Spark-ignition reciprocating or rotary internal combustion piston engine, for aircraft",5,0.8
291300,"Halogenated, sulphonated, nitrated or nitrosated derivatives of cyclic polymers of aldehydes ...",9,0.8
30119,Live ornamental fish (excl. freshwater),6,0.8
520512,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...",11,0.8
252310,Cement clinkers,11,0.8
360200,Prepared explosives (excl. propellent powders),5,0.8
920810,Musical boxes,7,0.8
30223,"Fresh or chilled sole ""Solea spp.""",8,0.8
284610,Cerium compounds,11,0.8
292151,"o-Phenylenediamine, m-phenylenediamine, p-phenylenediamine or diaminotoluenes and their derivatives; ...",4,0.8
382319,"Fatty acids, industrial, monocarboxylic; acid oils from refining (excl. stearic acid, oleic ...",11,0.8
251710,"Pebbles, gravel, broken or crushed stone, for concrete aggregates, for road metalling or for ...",8,0.8
252520,Mica powder,5,0.8
760521,"Wire of aluminium alloys, with a maximum cross-sectional dimension of > 7 mm (excl. stranded ...",7,0.8
900510,Binoculars,8,0.8
160413,"Prepared or preserved sardines, sardinella and brisling or sprats, whole or in pieces (excl. ...",11,0.8
290621,Benzyl alcohol,8,0.8
