hs6,product_label,years_present,avg_RSCA
390430,"Vinyl chloride-vinyl acetate copolymers, in primary forms",4,0.8
110510,"Flour, meal and powder of potatoes",3,0.8
282090,Manganese oxides (excl. manganese dioxide),7,0.8
821110,Sets of assorted articles of knives of heading 8211; sets in which there is a higher number ...,11,0.8
851761,"Base stations of apparatus for the transmission or reception of voice, images or other data",11,0.8
460290,"Basketwork, wickerwork and other articles, made directly to shape from non-vegetable plaiting ...",5,0.8
550410,"Staple fibres of viscose rayon, not carded, combed or otherwise processed for spinning",11,0.8
700420,"Sheets of glass, drawn or blown, coloured throughout the mass ""body tinted"" opacified, flashed ...",3,0.8
80410,Fresh or dried dates,9,0.8
30739,"Mussels ""Mytilus spp., Perna spp."", smoked, dried, salted or in brine, even in shell",3,0.8
110720,Roasted malt,10,0.8
30384,"Frozen sea bass ""Dicentrarchus spp.""",3,0.8
851511,"Soldering irons and guns, electric",7,0.8
901180,"Optical microscopes (excl. for photomicrography, cinephotomicrography or microprojection, stereoscopic ...",9,0.8
560721,"Binder or baler twine, of sisal or other textile fibres of the genus Agave",3,0.8
846722,"Saws for working in the hand, with self-contained electric motor",5,0.8
280410,Hydrogen,11,0.8
282749,Chloride oxides and chloride hydroxides (excl. copper and mercury),10,0.8
401695,"Inflatable mattresses and cushions and other inflatable articles, of vulcanised rubber (excl. ...",5,0.8
710122,"Cultured pearls, worked, whether or not graded, but not strung, mounted or set, worked cultured ...",6,0.8
30333,"Frozen sole ""Solea spp.""",3,0.8
30213,"Fresh or chilled Pacific salmon ""Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, ...",10,0.8
90422,"Fruits of the genus Capsicum or of the genus Pimenta, crushed or ground",11,0.8
210230,Prepared baking powders,6,0.8
130212,Extracts of liquorice (excl. that with a sucrose content by weight of > 10% or in the form ...,7,0.8
293213,Furfuryl alcohol and tetrahydrofurfuryl alcohol,9,0.8
820291,"Straight saw blades, of base metal, for working metal",9,0.8
720229,"Ferro-silicon, containing by weight <= 55% silicon",9,0.8
560741,"Binder or baler twine, of polyethylene or polypropylene",6,0.8
731300,"Barbed wire of iron or steel; twisted hoop or single flat wire, barbed or not, and loosely ...",4,0.8
200921,"Grapefruit juice, unfermented, Brix value <= 20 at 20°C, whether or not containing added sugar ...",5,0.8
470100,"Mechanical wood pulp, not chemically treated",7,0.8
853321,Fixed electrical resistors for a power handling capacity <= 20 W (excl. heating resistors),12,0.8
200929,"Grapefruit juice, unfermented, Brix value > 20 at 20°C, whether or not containing added sugar ...",9,0.8
290819,"Derivatives containing only halogen substituents and their salts, of phenols or phenol-alcohols ...",8,0.8
711041,"Iridium, osmium and ruthenium, unwrought or in powder form",3,0.8
390931,"Poly""methylene phenyl isocyanate"" ""crude MDI, polymeric MDI"", in primary forms",4,0.8
290219,"Cyclanes, cyclenes and cycloterpenes (excl. cyclohexane)",10,0.8
490300,"Children's picture, drawing or colouring books",3,0.8
670420,"Wigs, false beards, eyebrows and eyelashes, switches and the like, of human hair, and articles ...",4,0.8
460121,"Mats, matting and screens of bamboo plaiting materials, flat-woven or bound together in parallel",5,0.8
283322,Sulphate of aluminium,3,0.8
551442,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",4,0.8
91020,Saffron,9,0.8
21099,"Meat and edible offal, salted, in brine, dried or smoked, and edible flours and meals of meat ...",8,0.8
252010,Gypsum; anhydrite,9,0.8
271490,"Bitumen and asphalt, natural; asphaltites and asphaltic rocks",9,0.8
293293,Piperonal,9,0.8
853540,"Lightning arresters, voltage limiters and surge suppressors, for a voltage > 1.000 V",3,0.8
910591,"Clocks, electrically operated (excl. wrist-watches, pocket-watches and other watches of heading ...",5,0.8
741012,"Copper alloy foil, not backed, of a thickness of <= 0,15 mm (excl. stamping foils of heading ...",8,0.8
480411,"Unbleached kraftliner, uncoated, in rolls of a width > 36 cm",6,0.8
847149,"Data-processing machines, automatic, presented in the form of systems ""comprising at least ...",7,0.8
940430,"Sleeping bags, whether or non-electrically heated",9,0.8
851020,Hair clippers with self-contained electric motor,5,0.8
846721,"Drills of all kinds for working in the hand, with self-contained electric motor",10,0.8
30799,"Molluscs, even in shell, smoked, dried, salted or in brine (excl. oysters, scallops of the ...",3,0.8
292511,Saccharin and its salts,12,0.8
100310,Barley seed for sowing,3,0.8
710499,"Precious and semi-precious stones, synthetic or reconstructed, worked, whether or not graded ...",3,0.8
852190,"Video recording or reproducing apparatus, whether or not incorporating a video tuner (excl. ...",9,0.8
280110,Chlorine,3,0.8
810419,"Unwrought magnesium, containing < 99,8% by weight of magnesium",4,0.8
261510,Zirconium ores and concentrates,6,0.8
852329,Magnetic media for the recording of sound or of other phenomena (excl. cards incorporating ...,3,0.8
284019,"Disodium tetraborate ""refined borax"" (excl. anhydrous)",3,0.8
282731,Magnesium chloride,7,0.8
852859,"Monitors (excl. with TV receiver, CRT and those designed for computer use)",5,0.8
210330,"Mustard flour and meal, whether or not prepared, and mustard",5,0.8
721050,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...",5,0.8
551423,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",3,0.8
30743,"Cuttle fish and squid, frozen, with or without shell",6,0.8
40590,"Fats and oils derived from milk, and dehydrated butter and ghee (excl. natural butter, recombined ...",5,0.8
910511,"Alarm clocks, electrically operated",6,0.8
911490,"Clock or watch parts, n.e.s.",5,0.8
720449,"Waste and scrap of iron or steel (excl. slag, scale and other waste of the production of iron ...",7,0.8
290949,"Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives (excl. ...",7,0.8
722592,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled ...",3,0.8
741122,"Tubes and pipes of copper-nickel base alloys ""cupro-nickel"" or copper-nickel-zinc base alloys ...",6,0.8
711049,"Iridium, osmium and ruthenium, in semi-manufactured forms",7,0.8
130213,Extracts of hops,5,0.8
847330,Parts and accessories of automatic data-processing machines or for other machines of heading ...,12,0.8
630222,Printed bedlinen of man-made fibres (excl. knitted or crocheted),9,0.8
531010,"Woven fabrics of jute or of other textile bast fibres of heading 5303, unbleached",11,0.8
750220,Unwrought nickel alloys,5,0.8
690911,"Ceramic wares for laboratory, chemical or other technical uses, of porcelain or china (excl. ...",7,0.8
520534,"Multiple ""folded"" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by weight ...",7,0.8
30281,Fresh or chilled dogfish and other sharks,4,0.8
750210,"Nickel, not alloyed, unwrought",8,0.8
370110,"Photographic plates and film in the flat, sensitised, unexposed, for X-ray (excl. of paper, ...",4,0.8
480439,"Kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular ...",3,0.8
810530,Cobalt waste and scrap (excl. ash and residues containing cobalt),3,0.8
30520,"Fish livers, roes and milt, dried, smoked, salted or in brine",4,0.8
590900,"Textile hosepiping and similar textile tubing, whether or not impregnated or coated, with or ...",11,0.8
71320,"Dried, shelled chickpeas ""garbanzos"", whether or not skinned or split",5,0.8
281830,Aluminium hydroxide,8,0.8
441019,"Waferboard and similar board, of wood, whether or not agglomerated with resins or other organic ...",4,0.8
80232,"Fresh or dried walnuts, shelled",7,0.8
711590,"Articles of precious metal or of metal clad with precious metal, n.e.s.",8,0.8
851989,"Sound recording or sound reproducing apparatus (excl. using magnetic, optical or semiconductor ...",4,0.8
380190,"Preparations based on graphite or other carbon in the form of pastes, blocks, plates or other ...",7,0.8
151550,"Sesame oil and its fractions, whether or not refined, but not chemically modified",3,0.8
170250,Chemically pure fructose in solid form,7,0.8
670290,"Artificial flowers, foliage and fruit and parts thereof, and articles made of artificial flowers, ...",11,0.8
570232,"Carpets and other floor coverings, of man-made textile materials, woven, not tufted or flocked, ...",7,0.8
630533,"Sacks and bags, for the packing of goods, of polyethylene or polypropylene strip or the like ...",10,0.8
850650,Lithium cells and batteries (excl. spent),3,0.8
40210,"Milk and cream in solid forms, of a fat content by weight of <= 1,5%",9,0.8
630240,"Table linen, knitted or crocheted",9,0.8
291511,Formic acid,4,0.8
700320,"Cast glass and rolled glass, in wired sheets, whether or not with absorbent, reflecting or ...",7,0.8
390440,"Vinyl chloride copolymers, in primary forms (excl. vinyl chloride-vinyl acetate copolymers)",3,0.8
400129,"Natural rubber in primary forms or in plates, sheets or strip (excl. smoked sheets, technically ...",5,0.8
320620,Pigments and preparations of a kind used for colouring any material or used as ingredients ...,6,0.8
851810,Microphones and stands therefor (excl. cordless microphones with built-in transmitter),12,0.8
900211,"Objective lenses for cameras, projectors or photographic enlargers or reducers",9,0.8
720390,"Spongy ferrous products, obtained from molten pig iron by atomisation, iron of a purity of ...",3,0.8
630293,"Toilet linen and kitchen linen of man-made fibres (excl. floorcloths, polishing cloths, dishcloths ...",7,0.8
701810,"Glass beads, imitation pearls, imitation precious or semi-precious stones and similar glass ...",3,0.8
460219,"Basketwork, wickerwork and other articles, made directly to shape from vegetable plaiting materials ...",4,0.8
81320,Dried prunes,4,0.8
281610,Hydroxide and peroxide of magnesium,6,0.8
490400,"Music, printed or in manuscript, whether or not bound or illustrated",4,0.8
291829,"Carboxylic acids with phenol function but without other oxygen function, their anhydrides, ...",4,0.8
160415,"Prepared or preserved mackerel, whole or in pieces (excl. minced)",6,0.8
290919,"Acyclic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives (excl. ...",7,0.8
460212,"Basketwork, wickerwork and other articles, made directly to shape from rattan plaiting materials ...",6,0.8
732391,"Table, kitchen or other household articles, and parts thereof, of cast iron, not enamelled ...",9,0.8
251110,"Natural barium sulphate ""barytes""",7,0.8
901120,"Optical microscopes, for photomicrography, cinephotomicrography or microprojection (excl. stereoscopic ...",3,0.8
300259,"Cell cultures, whether or not modified (excl. cell therapy products)",3,0.8
91011,"Ginger, neither crushed nor ground",6,0.8
70700,"Cucumbers and gherkins, fresh or chilled",8,0.8
20319,"Fresh or chilled meat of swine (excl. carcases and half-carcases, and hams, shoulders and cuts ...",6,0.8
853229,"Fixed electrical capacitors (excl. tantalum, aluminium electrolytic, ceramic, paper, plastic ...",4,0.8
550951,"Yarn containing predominantly, but < 85% polyester staple fibres by weight, mixed principally ...",3,0.8
530390,"Jute and other textile bast fibres, processed but not spun; tow and waste of such fibres, incl. ...",6,0.8
910212,"Wrist-watches, whether or not incorporating a stop-watch facility, electrically operated, with ...",4,0.8
293628,"Vitamin E and its derivatives, used primarily as vitamins",7,0.8
80310,Fresh or dried plantains,4,0.8
961511,"Combs, hair-slides and the like of hard rubber or plastics",4,0.8
902229,"Apparatus based on the use of alpha, beta, gamma or other ionising radiation (other than for ...",3,0.8
10129,Live horses (excl. pure-bred for breeding),3,0.8
940153,Seats of rattan,3,0.8
391220,"Cellulose nitrates, incl. collodions, in primary forms",4,0.8
540781,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",3,0.8
220830,Whiskies,4,0.8
81090,"Fresh tamarinds, cashew apples, jackfruit, lychees, sapodillo plums, passion fruit, carambola, ...",7,0.8
852871,"Reception apparatus for television, whether or not incorporating radio-broadcast receivers ...",6,0.8
870310,Vehicles for the transport of <10 persons on snow; golf cars and similar vehicles,7,0.8
60110,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant (excl. those used for human ...",4,0.8
481690,"Copying or transfer papers, in rolls of a width of <= 36 cm or in rectangular or square sheets ...",5,0.8
760511,"Wire of non-alloy aluminium, with a maximum cross-sectional dimension of > 7 mm (excl. stranded ...",7,0.8
720837,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",3,0.8
60314,"Fresh cut chrysanthemums and buds, of a kind suitable for bouquets or for ornamental purposes",6,0.8
903020,Oscilloscopes and oscillographs,6,0.8
910521,"Wall clocks, electrically operated",12,0.8
854590,"Articles of graphite or other carbon, for electrical purposes (excl. electrodes and carbon ...",8,0.8
281119,"Inorganic acids (excl. hydrogen chloride ""hydrochloric acid"", chlorosulphuric acid, sulphuric ...",5,0.8
